Gene	Entrez	ID_REF	SHAM_d01_rep1	SHAM_d01_rep2	SHAM_d01_rep3	SHAM_d01_rep4	SHAM_d01_rep5	SHAM_d01_rep6	SHAM_d01_rep7	PR80.6_d01_rep1	PR80.6_d01_rep2	PR80.6_d01_rep3	PR80.6_d01_rep4	PR80.6_d01_rep5	PR80.6_d01_rep6	PR80.6_d01_rep7	PR810_d01_rep1	PR810_d01_rep2	PR810_d01_rep3	PR810_d01_rep4	PR810_d01_rep5	PR810_d01_rep6	PR810_d01_rep7	PR8100_d01_rep1	PR8100_d01_rep2	PR8100_d01_rep3	PR8100_d01_rep4	PR8100_d01_rep5	PR8100_d01_rep6	PR8100_d01_rep7	TX91_d01_rep1	TX91_d01_rep2	TX91_d01_rep3	TX91_d01_rep4	TX91_d01_rep5	TX91_d01_rep6	TX91_d01_rep7	SHAM_d02_rep1	SHAM_d02_rep2	SHAM_d02_rep3	SHAM_d02_rep4	SHAM_d02_rep5	SHAM_d02_rep6	SHAM_d02_rep7	PR810_d02_rep1	PR810_d02_rep2	PR810_d02_rep3	PR810_d02_rep4	PR810_d02_rep5	PR810_d02_rep6	PR810_d02_rep7	PR8100_d02_rep1	PR8100_d02_rep2	PR8100_d02_rep3	PR8100_d02_rep4	PR8100_d02_rep5	PR8100_d02_rep6	PR8100_d02_rep7	TX91_d02_rep1	TX91_d02_rep2	TX91_d02_rep3	TX91_d02_rep4	TX91_d02_rep5	TX91_d02_rep6	TX91_d02_rep7	SHAM_d03_rep1	SHAM_d03_rep2	SHAM_d03_rep3	SHAM_d03_rep4	SHAM_d03_rep5	SHAM_d03_rep6	SHAM_d03_rep7	PR80.6_d03_rep1	PR80.6_d03_rep2	PR80.6_d03_rep3	PR80.6_d03_rep4	PR80.6_d03_rep5	PR80.6_d03_rep6	PR80.6_d03_rep7	PR810_d03_rep1	PR810_d03_rep2	PR810_d03_rep3	PR810_d03_rep4	PR810_d03_rep5	PR810_d03_rep6	PR810_d03_rep7	PR8100_d03_rep1	PR8100_d03_rep2	PR8100_d03_rep3	PR8100_d03_rep4	PR8100_d03_rep5	PR8100_d03_rep6	PR8100_d03_rep7	TX91_d03_rep1	TX91_d03_rep2	TX91_d03_rep3	TX91_d03_rep4	TX91_d03_rep5	TX91_d03_rep6	TX91_d03_rep7	PR80.2_d03_rep1	PR80.2_d03_rep2	PR80.2_d03_rep3	PR80.2_d03_rep4	PR80.2_d03_rep5	PR80.2_d03_rep6	PR80.2_d03_rep7	SHAM_d10_rep1	SHAM_d10_rep2	SHAM_d10_rep3	SHAM_d10_rep4	SHAM_d10_rep5	SHAM_d10_rep6	SHAM_d10_rep7	PR80.6_d10_rep1	PR80.6_d10_rep2	PR80.6_d10_rep3	PR80.6_d10_rep4	PR80.6_d10_rep5	PR80.6_d10_rep6	PR80.6_d10_rep7	PR80.2_d10_rep1	PR80.2_d10_rep2	PR80.2_d10_rep3	PR80.2_d10_rep4	PR80.2_d10_rep5	PR80.2_d10_rep6	PR80.2_d10_rep7	TX91_d10_rep1	TX91_d10_rep2	TX91_d10_rep3	TX91_d10_rep4	TX91_d10_rep5	TX91_d10_rep6	TX91_d10_rep7
Rhoip3-pending		ILMN_1212733	0.07193565	0.008826733	1.72E-05	0.00853157	0.031158447	0.058137417	0.02382946	0.14461756	-0.08207226	0.12454367	-0.055453777	0.118899345	0.083342075	-0.002182961	-0.09551096	-0.056912422	0.05685234	0.07050705	0.09005833	-0.0641675	-0.07489681	-0.08969402	-0.004369736	-0.12880707	0.012257099	-0.022778034	0.057266235	0.10117149	-0.05216551	0.068749905	0.095929146	0.006646156	0.020002842	0.041891098	0.009213448	0.17396164	-0.15351963	-0.024659634	-0.025353432	-0.001625538	0.038709164	-0.2647643	0.14938688	-0.002257347	0.008886337	-0.12419748	-0.003201962	0.049590588	-0.048487186	-0.22562408	-0.37631416	-0.056960106	0.017931461	0.14030457	0.058906555	-0.12207508	0.051081657	0.0986166	-0.16307211	-0.09285164	0.12780333	0.2542057	0.13667583	0.088970184	-0.10590744	0.17558813	-0.045357704	0.0021348	-0.13011503	0.004582405	0.014957428	0.010065556	0.020498276	-0.05451536	-0.02744627	-0.2984209	-0.17607975	-0.06900215	-0.08190298	0.07140255	0.04841709	0.005813599	0.0829916	-0.07747316	-0.057397366	-0.064068794	0.019750118	0.12938023	-0.12340593	-0.14081955	-0.01045084	-0.005862713	-0.063583374	-0.06376934	-0.017596722	-0.17966366	-0.14942169	-0.15711594	0.058060646	-0.022476196	-0.010498047	0.033456802	0.06818771	0.08288431	0.001284599	0.011069775	0.00632	0.003415108	0.01756382	-0.051299572	0.04698038	-0.14156294	0.009866715	-0.09644222	0.001096249	0.029345036	0.04897642	-0.033327103	0.048522472	0.015501976	-0.001410484	0.075335026	0.010556221	-0.037682056	-0.00260973	-0.07125902	-0.018523693	-0.04835844	0.002559662	-0.06066656	0.07082939	-0.016284466	-0.09468269
Fgd6		ILMN_1212734	0.4407735	0.32562017	0.12996244	-0.06146288	-0.13140869	-0.012239456	-0.0219903	0.42161226	0.39577675	0.0584383	-0.30102015	-0.063798904	0.21369934	-0.12650156	0.2723713	0.3535185	0.21387625	0.029684544	-0.075387955	0.19932842	-0.08793354	0.24663591	0.18989563	-0.0187006	-0.21293592	-0.10972214	-0.011147976	-0.25854635	0.24396563	0.30192518	0.101867676	-0.044641018	0.007736206	0.025793552	-0.10430241	-0.283926	0.019144058	-0.44462442	-0.106995106	-0.28653002	-0.43124247	-0.25706053	-0.44821262	0.017858505	-0.29536963	0.12836981	-0.31623888	-0.24259424	0.09173012	-0.04700041	0.3005519	0.04195738	0.25448084	-0.15941906	-0.067575455	0.10960865	-0.38806438	0.105476856	-0.21004534	-0.03448963	-0.2946868	-0.31290627	-0.062386036	0.02353859	0.25940132	-0.12411308	-0.21004534	0.24105549	-0.016330242	-0.16057253	0.15296221	0.15048552	-0.01680088	-0.15928459	0.4118452	0.15012836	-0.024680138	0.351429	0.6485009	0.048843384	0.08929682	0.53903437	0.5095668	0.5239587	0.71590376	0.86662817	0.8292327	0.7501569	0.692379	0.3806548	0.71001005	0.22987556	0.24591112	0.032710075	-0.057462215	0.447011	-7.41E-04	-4.12E-04	0.20519352	-0.019482136	-0.03654003	-0.15298367	-0.044830322	-0.10430241	-0.121123314	0.27256966	-0.06521988	-0.06115675	-0.39169693	-0.062102318	-0.14678907	-0.024826527	0.22792864	-0.08341217	-0.021481514	0.04096985	4.12E-04	-0.05010128	-0.083722115	0.07281017	0.045455933	0.10923147	-0.06162262	0.028234959	-0.12577248	0.025643826	0.32562017	-0.0216403	0.17513037	-0.046401978	-0.15327406	0.07825518	0.042102337
Hgd	15233	ILMN_1212739	0.3061819	0.09317732	-0.032782555	-0.051900387	0.093360424	0.007631779	-0.001432896	0.16995525	0.22885466	0.13113451	0.007495403	0.14370012	-0.041203022	0.077625275	0.2322712	0.29759073	0.15780306	0.026783466	0.10281134	0.005832672	0.07555437	0.28565645	0.35104942	0.03166151	0.10394955	0.10926676	0.15220833	0.093539715	0.35299683	0.26125002	0.161973	0.3359375	-0.00404501	0.1677146	0.11580229	-0.12416124	-0.25619507	-0.09115791	-0.25783205	-0.30549526	-0.06686211	-0.20589685	0.064549446	-0.042559147	0.018933296	-0.109390736	-0.18552446	-0.18609667	-0.20142937	-0.06779146	-0.027374744	0.023193836	-0.059550762	-0.15144968	-0.35628986	-0.22698212	-0.060188293	0.033987045	-0.27157545	-0.25846243	-0.16025114	-0.37385368	-0.25346756	0.039298058	0.14556313	-0.011431694	-0.0349679	0.10486317	-0.17843199	-0.16218519	0.093539715	0.23080826	-0.14178514	0.117293835	0.087070465	-0.03755617	-0.2173996	-0.017382145	0.16357708	-0.12610579	-0.013906956	0.10659027	-0.14567709	-0.17014313	0.116680145	0.27665472	0.16434193	0.1614976	0.37895107	-0.12522936	-0.19862175	-0.038871765	0.12322521	-0.08625603	0.07176399	0.1416359	-0.22410965	-0.061084747	0.08804846	-0.021515846	0.037709713	0.064602375	0.033789158	-0.025171757	0.15382051	0.020968914	0.053346157	0.1277585	0.18437195	0.05832672	-0.006362438	0.006731033	-0.06835604	-0.024572372	0.001432419	-0.001617432	-0.07912922	-0.11674881	0.019915104	0.10424042	-0.06329727	-0.093412876	0.046541214	-0.0744462	-0.010917664	0.09479141	0.05827093	0.013195038	-0.09818125	0.005284309	0.07900715	0.047548294	-0.003053665
Elavl4		ILMN_1212745	-0.2659421	-0.072722435	-0.1766963	-0.07733631	-0.1011157	-0.072431564	0.021167755	-0.24820757	-0.18712139	-0.26212978	-0.22214556	0.044382095	0.11066151	-0.15401506	-0.010856628	-0.23601818	0.02911377	-0.12197971	-0.09606695	-0.2720356	-0.03528881	0.104047775	-0.27081013	0.08028412	-0.15499401	-0.10581446	0.047080994	-0.14106178	-0.14460182	-0.1916256	-0.28634644	-0.023714542	-0.010279655	0.05388832	-0.093575954	-0.083937645	-0.040318966	0.17966986	0.09922695	-0.11803055	-0.18909454	0.13342714	0.038020134	0.12337589	0.19787312	0.3677764	0.14030123	0.27843904	0.28813696	-0.08852863	0.24355745	0.14615965	0.3842063	0.18048143	0.5243907	0.16359091	-0.122880936	-0.03283739	0.40707397	0.022853851	-0.23785591	0.009891033	0.16335344	-0.016200542	-0.14371061	-0.21107912	-0.5812435	-0.17194653	0.092571735	-0.038137913	-0.05983305	-0.06033802	-0.0625329	-0.21590137	-0.08008957	0.5002785	0.23143578	0.11563873	0.07671785	0.031166077	0.14954567	0.22591925	0.30878544	0.0713768	0.093082905	0.44162178	0.09418535	0.015937328	0.3439498	0.6527519	0.26585054	-0.03418541	-0.1060729	0.12902308	-0.12658215	-0.053814888	-0.002053261	-0.001442432	-0.20060539	0.013825417	-0.060947895	-0.06588602	-0.063284874	-0.036524773	-0.07343674	-0.035305023	0.04005766	-0.2889676	-0.13465881	-0.035305023	-0.035343647	-0.15573788	0.042002678	0.107895374	0.093744755	-0.07036209	0.010978222	0.15408564	-0.08131981	0.019982338	0.11913633	0.08106756	0.1376071	0.001442909	0.12171888	-0.007964134	0.11113739	0.14968777	-0.076227665	0.0890789	0.017813683	-0.068760395	-0.012076855
LOC100048316	100048316	ILMN_1212748	-0.14258051	-0.22548151	-0.044928074	0.005814552	0.10310745	-0.03762245	0.00326252	-0.029569149	-0.1920147	-0.053732872	-0.09679079	0.113298416	-0.040171623	0.046503067	-0.23818493	-0.107364655	-0.11346817	-0.036348343	0.14145279	0.12585974	0.001758099	-0.14090967	-0.049184322	0.13516855	-0.011871815	0.005537987	-0.020629406	0.17686033	-0.1427865	-0.17533779	0.011720181	0.026030064	0.123384	0.056084633	0.1563487	0.5672369	-0.25435495	0.43014145	-0.10660744	0.28509712	0.42555475	-0.23804331	0.5021491	-0.013717175	0.18737555	0.10763264	0.48502827	0.3246255	-0.13267803	0.44406176	-0.2541604	0.26589203	-0.04387188	0.11533928	0.51755	0.050346375	0.46618223	-0.28787374	0.481668	-0.06489563	0.49364138	0.3734417	0.065526485	-0.32262135	0.0615983	-0.063331604	0.10840464	-0.108766556	-0.04743004	-0.12988281	-0.022861004	0.14452362	0.078425884	0.090914726	-0.16857815	-0.3071642	-0.21136522	-0.040450096	-0.19907236	0.12351799	0.06305075	-0.051548004	-0.30105448	-0.30038404	0.064630985	-0.064365864	-0.07062435	-0.021413803	-0.16013622	-0.4090476	-0.24978542	-0.09069252	-0.2306552	-0.081594944	0.18383884	-0.35448265	-0.020035744	-0.44460535	-0.13313055	0.07853842	-0.08064842	0.28302813	-0.043471336	-0.03406477	0.21984482	-0.16310549	0.059675217	-0.021169186	0.4298334	0.01996088	0.09852409	0.14526129	-0.051105976	-0.101896286	0.017746449	0.11813545	0.006727696	0.06320763	0.12088728	-0.27928066	-0.18132019	-0.003650188	-0.03993702	-0.06510067	0.04967451	0.06703901	-0.12078953	0.05344677	0.05532074	0.005993843	-0.059711456	0.1641674	0.194314
Mab21l1	17116	ILMN_1212752	0.055054188	0.017415047	-0.12414551	0.20323944	0.14751196	-0.04738474	0.038735867	0.058158398	0.24089718	0.047531128	0.05833149	0.030862808	0.068427086	0.15239048	-0.029567242	0.044269085	-0.0646019	0.0817852	0.08585024	0.13880777	-0.05683756	-0.11806345	-7.03E-04	-0.037857056	-0.07021999	0.0326252	0.017568588	-0.030124664	0.14325762	0.2796111	0.19323492	-0.034330368	0.009512425	-0.005513191	-0.01833105	0.2947502	-0.16047859	0.07817793	0.0953207	0.14651537	-0.036688328	0.17070818	0.026467323	-0.11572027	-0.08958578	-0.09902239	0.18910503	0.025207996	-0.17745829	-0.13080835	0.08069897	-0.123019695	-0.16707802	-0.05900812	-0.03558159	-0.12339544	0.12962389	-0.33787727	-0.038527966	-0.22643948	-0.17279577	-0.023266792	-0.08307791	-0.07843733	0.015088081	0.08293629	0.26049614	0.19497585	0.067816734	0.06813145	-0.11568546	-0.13404083	-0.02452755	0.067029476	0.08849621	0.00682354	0.4045081	-0.06289101	-0.08725166	-0.003020287	0.016644478	-0.09632301	0.14591026	-0.08063507	0.042256355	-0.1050334	-0.13748312	0.036188602	0.06343269	0.11098862	-0.077937126	-0.043296337	0.028245449	0.017234325	-0.01975441	0.0688982	-0.084264755	-0.2200365	0.052572727	-0.13926315	-0.0638504	-0.14309359	0.14995432	-0.007022858	-0.03533554	0.17966747	-0.09537363	0.00916338	0.12503529	0.028434277	0.070178986	0.053660393	-0.015544891	-0.038278103	0.03565502	-0.10209656	7.03E-04	0.05797863	0.03421974	-0.1283741	-0.17346716	-0.0768733	-0.14799833	-0.07191563	0.040919304	-0.08245182	-0.04538536	0.03942156	-0.047368526	-0.09491539	0.06211233	0.028059483	-0.087527275
LOC630242	630242	ILMN_1212755	-0.03963375	0.20787907	0.024625778	0.026958466	0.09512091	0.110666275	0.047615528	0.2619171	0.07363939	0.27267265	0.17388964	0.03465557	0.086318016	0.09071064	0.065998554	0.23136997	0.0643549	0.14978123	0.13867092	0.12141943	0.10546255	-0.08571768	0.35497952	0.31639576	0.113865376	0.007106304	0.051713943	0.039147854	0.16987467	0.21133232	-0.18736506	0.26674652	0.00995636	0.14424849	-0.004684925	-0.26519442	-0.26352692	-0.08985472	-0.23817825	-0.13620234	-0.36432695	-0.24908066	-0.30265665	-0.061798573	-0.20412302	-0.19113684	-0.29772663	-0.3999796	-0.31095695	0.040466785	-0.2832098	-0.33434248	-0.1822052	-0.23507881	-0.12144613	-0.22729874	-0.26238775	-0.08590317	-0.38563395	0.061574936	-0.15543127	-0.3051529	-0.17255974	-7.19E-04	0.19143438	0.054454803	-0.020775795	-0.07813692	-0.15221405	-0.08521366	0.15288115	0.047549248	0.040029526	0.06149149	0.23212051	-0.38529158	-0.27991962	0.102481365	0.045467377	-0.04740095	0.07494879	0.03622055	0.049580097	-0.31304502	0.05249405	0.0543046	0.003314495	-0.12707901	-0.08290863	-0.1985302	-0.476295	0.26730347	0.061609745	-0.026886463	-0.019310951	0.154953	-0.21782446	-0.33892345	0.16122007	9.31E-04	-0.008418083	0.10666132	0.024038315	-0.058613777	-0.14147091	-0.053462982	-0.010197639	0.07407427	7.18E-04	-0.06252289	-0.011271	0.09773302	0.16552639	0.19125557	0.080646515	0.24557447	0.17290401	0.11969137	0.10038614	0.08015442	0.22577524	0.09015989	0.32786226	0.16945887	0.4328537	0.12757397	0.38630438	0.35409737	0.23010635	0.33202457	0.06000042	0.30475044	0.48107004
Sdccag3	68112	ILMN_1212759	-0.16040611	-0.18704224	-0.098282814	0.045526028	0.012490749	0.038764954	0.26245594	-0.03723383	-0.090270996	-0.039885998	0.3966112	-0.002501011	-0.0807147	0.23753738	-0.28934622	-0.35841274	-0.029684544	-0.07272959	-0.07284689	0.024289608	0.23576593	0.08695078	0.012077808	-0.24927855	0.121148586	-0.14548063	-0.04296112	0.034145832	-0.19617367	-0.18871021	-0.010962486	0.17885017	0.14220142	0.053687096	0.14332676	0.2734623	0.048659325	0.21191311	-0.089245796	0.044380188	0.17162895	0.11116028	0.15725946	-0.13129139	0.19582129	-0.004425526	0.39467287	0.17570496	0.17680931	0.18576908	0.13578272	-0.086159706	0.40211487	-0.004558086	0.1532569	0.069591045	0.20361519	0.1464901	0.34585238	-0.30036068	0.11022282	0.047780514	0.33971977	-0.22557068	0.09533453	-0.014074802	0.048347473	-0.16869497	-0.010015488	-0.14047003	-0.23309326	0.015845776	0.009988308	0.013044834	-2.81E-04	-0.11567497	-0.22674704	2.81E-04	0.31694078	-0.075745106	-0.27614164	-0.23824453	0.12679386	0.2126174	0.21873379	0.08763838	0.057282925	-0.120749	-0.023212433	-0.07803869	0.03588581	-0.18928623	-0.10249567	0.001329899	-0.10623932	-0.18976355	-0.023610592	0.2744484	-0.07856512	-0.053057194	-0.04188347	-0.11427927	-0.005662918	-0.18313456	-0.06884384	-0.13007307	-0.073493004	0.09862852	0.23367119	0.06293011	-0.006557941	-0.077542305	-0.05213833	-0.13610458	-0.15952969	-0.18160391	-0.03695059	-0.29775238	-0.11835146	-0.003183842	0.04424286	-0.04731226	-0.1217742	-0.012609482	-0.1801691	0.019523144	-0.06258726	0.042512894	-0.19676685	-0.12364483	0.20450115	-0.14488792	-0.16667652
Olfr545	258837	ILMN_1212762	0.07130909	-0.007881165	-0.013909817	-0.003455639	0.020971775	-0.063583374	-0.021656513	-0.033346176	0.035015583	-0.01303196	0.070577145	0.00699997	0.04644966	-0.13020802	-0.15822601	0.263227	-0.03070736	0.14584875	-0.006641388	-0.02137661	0.06430435	0.057286263	0.13374376	0.035217762	0.046266556	-0.074706554	0.01829338	-0.07030487	-0.042291164	-0.07916212	0.14140749	-0.19154692	-0.015591145	0.011088848	0.054288387	0.08347988	-0.079370975	0.1699748	0.002851009	0.044617653	0.05586052	0.13041115	0.035755157	0.083581924	0.02340746	-0.07185173	0.14360476	0.03420496	0.0663805	0.048070908	0.25717974	0.27148008	-0.047012806	-0.015497208	-0.16468048	-0.038802147	-0.16605234	0.09227753	-0.04399538	0.083574295	-0.04176569	-0.028633118	0.047450542	0.08394194	0.010106087	-0.07008362	0.0767045	0.06808281	-0.055778503	-0.017024994	-0.080972195	0.01902914	-0.08587599	-0.08192015	0.06148243	-0.011911392	0.012730122	0.08858585	-0.16332483	-0.02601099	0.046548843	-0.008574963	-0.10309267	-0.007311344	0.039651394	0.031561375	-0.027989388	0.0824132	0.19392586	0.260952	0.13993263	0.077506065	-0.056577206	0.012286663	-0.009919643	0.04159546	-0.045097828	0.18367243	-0.03153515	-0.029114246	-0.014210224	0.021361828	-0.04647541	-0.12843037	-0.19797802	-0.17692757	0.022795677	-0.04090929	-0.05118656	-0.026135445	-0.18156767	0.07391739	0.09270048	-0.097397804	-0.029925823	-0.032362938	-0.06496811	-0.09404564	-0.004528046	-0.06868744	-0.1658802	-0.051856995	-0.06163168	0.027083874	-0.071181774	-0.14465857	-0.094071865	-0.06361532	-0.056474686	-0.052645683	0.020625114	-0.10403395	-0.047856808
LOC545750	545750	ILMN_1212768	0.5016527	-0.3503332	0.23978329	0.41157246	0.1150794	-0.19255066	0.090569496	0.4153824	-0.3136549	0.2638955	0.38133812	-0.06218815	-0.22030783	0.10149765	0.49493885	-0.5216718	0.40838766	0.43599415	0.08262873	-0.22999668	0.2259512	0.40043497	-0.4633398	0.71526194	0.6965866	0.17234945	0.04796076	0.20673418	0.35948944	-0.5324354	0.6544552	0.5253973	0.002048492	-0.2605276	0.19791126	-0.6583705	-0.52388906	-0.53065395	-0.29897022	-0.5558343	-0.3307581	-0.25341654	-0.5877919	-0.4191141	-0.36623144	0.063839436	-0.71963215	-0.32666492	-0.03545475	-0.23827267	-0.24965715	-0.59652424	0.24559402	-0.20285273	-0.36074162	-0.029801846	-0.30953312	-0.56504583	-0.4831357	-0.3479023	-0.5818248	-0.21582079	-0.1402793	0.52455187	0.67809343	-0.09584665	-0.13344431	0.5151105	-0.28624582	-0.521358	0.516726	0.6976967	-0.09735918	0.12325382	0.25819063	-0.08506966	-0.2617154	0.54183245	0.74682903	-0.23853159	0.043772697	0.5382538	-0.23991919	0.010240555	0.5863285	0.84851074	0.22167301	0.25655985	0.47871828	-0.030601978	-0.25271177	0.5241051	0.85905266	0.025506496	0.16201305	0.53782463	-0.29299545	-0.31196165	0.17234945	0.9614258	0.12361479	0.7157259	0.5279908	0.20989847	0.0863533	0.59238625	0.7535782	0.04116392	0.3404212	-0.10367203	0.2117858	0.09272814	0.39183044	0.9804163	0.15858078	0.5331974	0.18065739	0.3260126	-0.10677242	0.34914303	0.7896404	-0.054358006	0.44730043	0.5501218	0.097387314	0.13541698	0.54801226	0.6249871	0.083786964	0.26054382	0.2789302	0.3340969	0.008440971
A430106P18Rik		ILMN_1212772	-0.018621445	0.071389675	-0.016017914	-0.031431198	-0.11868858	-0.023989677	-0.077338696	-0.072785854	-0.27998972	0.24117422	-0.03218031	0.07475281	0.058383465	-0.032002926	-0.21112156	0.22960329	0.24990034	0.0914731	0.011436462	-0.16039324	0.018104076	-0.0757761	0.19563961	0.07564974	0.050392628	0.01871252	-0.102302074	0.00655365	-0.12679052	-0.06513643	0.19080448	0.009856224	-0.07667065	-0.13572598	0.008938313	-0.15907383	-0.003107071	-0.010628223	-0.12520409	-0.014876366	-0.17951202	0.2227869	0.090201855	-0.28168583	-0.059868813	-0.014353275	0.033605576	0.044202328	0.09530258	-0.04814434	0.106022835	0.16687536	0.34491968	-2.85E-04	0.16846657	0.22674942	-0.106720924	-0.073586464	-0.16188383	0.15510607	-0.063853264	0.010689259	0.024346828	-0.060724735	-0.020872593	-0.109726906	-0.1491108	-0.072440624	0.4314084	0.154778	-0.052403927	-0.06177759	-8.67E-04	0.06616402	-0.17094803	-0.002583027	-0.011954784	-0.020828247	0.23032045	0.018888474	0.09195948	-0.03293276	0.25889874	0.16805363	-0.0550704	-0.108763695	-0.021402836	0.035315037	-0.08793068	0.16660309	0.34208298	-0.07655382	-0.021514416	-0.13072729	-0.029970646	-0.13121033	0.07283306	-0.20736647	-0.028688908	0.053972244	-0.030798912	0.0052948	-0.048383236	0.11931467	0.0671587	0.12307978	0.16023493	0.008776188	0.08423996	2.85E-04	-0.01820755	0.15923452	0.045012474	0.15380335	-0.018701553	0.14787674	-0.07664013	0.061536312	-0.07722235	-0.12260342	0.110097885	0.07154751	-0.080085754	-0.06676483	0.18065262	0.06699276	0.09201574	0.09475708	0.030628681	-0.07940674	0.03068018	0.054719925	0.04643774
B230112I24Rik		ILMN_1212775	-0.06708717	-0.16626215	-0.17941809	0.2586112	-0.015569687	0.24259377	0.015618324	-0.10866976	-0.047327995	-0.13810539	-0.029641151	-0.023982048	-0.11851406	-0.10337639	-0.06942415	-0.04023266	-0.16224432	0.097495556	-0.17970324	-0.007959843	0.01104784	-0.046561718	-0.001706123	-0.1438384	-0.06608963	0.013427258	0.05024433	-0.019213676	-0.17905045	-0.008969784	-0.10152626	-0.003602505	0.004805565	0.015600681	-0.017922401	-0.07043314	-0.07398939	0.14076376	0.07386541	0.29888916	0.097513676	-0.003296852	0.049451828	-0.09882927	0.08045292	0.03217745	0.1298995	0.25502872	0.08077049	0.095140934	-0.025575161	0.21752882	0.05057001	0.40478754	0.10200882	-0.18200207	-0.11580753	0.12633896	0.06338596	0.11457491	0.0178442	0.25419092	0.1279769	-0.13976812	-0.061333656	-0.007377148	-0.100806236	-0.26121283	0.140244	0.19146156	0.040006638	-0.046250343	-0.029736996	-0.20545912	-0.06681967	0.08999443	0.33386946	-0.0465827	-0.09184837	-0.12902689	0.009053707	-0.07792473	0.23806	0.20821047	0.09639883	-0.099606514	0.055033207	-0.09817982	-0.028038502	-0.13586473	-0.07985306	-0.100868225	0.01088953	-0.05976963	-0.08120775	-0.09801149	-0.21922636	0.004758835	0.051080704	0.14907074	-0.05437088	-0.033329964	-0.028851986	0.30611897	0.017775059	0.2363739	0.085959435	0.047210693	-0.07613754	-0.100320816	0.013560772	-0.14160872	-0.016475677	-0.1339283	0.001550198	0.03703928	-0.002182007	0.12263441	0.066954136	0.008864403	0.025733948	0.002391338	0.021407127	-0.12202406	0.03525877	-0.001550198	0.00965929	0.12474203	0.08656216	0.01665926	0.14253378	0.1325798	-0.13572073
IGKV4-75_AJ231227_Ig_kappa_variable_4-75_15		ILMN_1212777	0.3090744	-0.039958	-0.089651585	0.0442667	-0.072854996	-0.19566584	-0.001624107	0.04992056	-0.033023834	-0.020225048	-0.014206886	-0.046456814	0.15193224	0.004862309	0.02370596	0.007579327	0.056242943	0.0795064	-0.115175724	-0.06611633	-0.022939205	-0.18076706	0.006103516	-0.004285812	-0.07602739	0.03648758	0.15164089	-0.001673698	-0.013479233	0.072163105	0.13489342	-0.00116396	-0.011893272	0.031784534	0.09354782	-0.056186676	-0.15156984	0.007230759	-0.032327175	-0.13295984	0.115083694	-0.016119003	-0.09037256	0.07856941	-0.09415436	0.19298744	-0.14508009	-0.052760124	-0.1686387	-0.004641533	0.43990898	0.09496832	0.10959005	0.045242786	-0.022003174	-0.15498304	-0.056698322	-0.14881182	-0.11426973	-0.03434038	-0.07470083	0.048184395	-0.044884205	0.07495451	-0.005443573	0.06831598	0.07787275	-0.040473938	0.068882465	-0.08286238	-0.002781868	-0.06504774	0.01262188	-0.020690918	0.13391018	-0.13632107	-0.042333603	0.07999039	0.12961721	0.029949188	-0.005153179	-0.08471584	-0.09407282	0.054296494	0.081325054	-0.06342745	0.12227869	0.0825243	-0.0339427	0.037809372	0.034738064	0.19419336	0.011399269	-0.03584957	-0.09166908	-0.007321835	-0.054563046	0.065649986	0.093616486	-0.04157543	-0.014909744	0.007164955	0.07677889	0.052531242	0.015403271	0.16133118	0.007100105	0.039060116	0.001163483	0.03505659	0.010178089	-0.005732536	0.11283302	0.052043915	-0.024861336	0.08245802	-0.004426003	-0.080283165	0.057320118	0.008875847	0.01861763	0.10232115	0.07760143	0.008275986	-0.027785778	0.10323715	0.16385603	-0.04617119	0.03677845	0.027087212	0.019588947	-0.033646107	0.09440184
4930511I11Rik	67645	ILMN_1212782	0.030478	-0.031292915	-0.079787254	0.11314154	0.015087128	-0.032763004	0.02265358	0.024490833	-0.14291	-0.026832104	0.021128654	0.006435871	0.04374504	-0.013309002	0.006048203	-0.3041253	0.047489166	-0.1586175	0.06458664	0.06401205	0.020208359	0.003414631	0.13116837	-0.14210033	-0.045794487	2.10E-04	-0.19416189	0.0320611	-0.008028507	-0.12117243	0.04310751	-0.16350603	0.016999722	-0.1309638	-0.027169228	-0.065963745	-0.039604187	0.038884163	0.2085743	0.09744692	-0.094484806	0.04233265	0.09327793	0.10363054	0.10735273	-0.14090681	0.04984379	-0.13091993	-0.013729095	0.003242493	-0.060128212	0.14101171	-0.07471228	0.09247208	0.06298113	0.03856325	-0.21761847	-0.08328819	-0.14811897	0.19886446	0.17465734	-0.16065931	-0.081329346	0.09826326	-0.0786643	0.09195614	-0.11625147	0.02282238	0.12834406	0.01809454	0.013438702	0.028746128	-0.022294044	0.00972414	-0.11345768	0.22978735	-0.040407658	0.12393856	-0.07485056	-0.04096985	-0.06848335	-0.17948914	0.09392977	0.15227413	0.013322353	0.117405415	0.08229494	-0.20677519	-0.017902851	0.28296518	0.1204977	0.04739189	-0.06853104	-0.19276094	-0.07417822	-0.015340328	-0.0762434	0.1338768	0.00749445	-0.078149796	4.53E-04	-0.10859823	-0.018590927	0.07007027	-0.013941765	-0.03435564	-0.12140322	-0.078715324	-0.019356728	-0.050828934	0.041855335	-0.020627022	0.15026474	-0.05943489	0.11452913	-0.18138361	-0.07079077	0.015511036	-0.049869537	0.054647446	-0.046961784	0.12565565	-0.08186865	0.025138855	0.07481098	-0.137465	-2.10E-04	-0.021287441	0.06264353	-0.050196648	-0.08661699	0.116915226	-0.11869097
